sys_title,sys_description,source,sys_content_plaintext,target
"send context inform servic bean messag compos fsw","new switchyard servic expos http bind need set context inform servic bean retriev inform messag compos send respons.abl set context inform incom messag custom http messag compos public class basehttpcompos extend basemessagecompos public messag compos httpbindingdata httpbindingdata exchang exchang throw except httprequestbindingdata request httprequestbindingdata httpbindingdata string bodi request getbodyasstr messag exchang createmessag println quot basehttpcompos compos set myflag quot getcontext setproperti quot myflag quot quot quot setcont bodi return context properti avail bean implement public string process string content throw except messag messag exchang getmessag string myflag messag getcontext getpropertyvalu quot myflag quot tostr return quot innerbean process myflag quot myflag decompos method custom http messag compos properti miss public httpbindingdata decompos exchang exchang httpbindingdata httpbindingdata throw except string bodi string exchang getmessag getcont tostr string myflag string exchang getmessag getcontext getpropertyvalu quot myflag quot context properti null.println quot basehttpcompos decompos myflag quot myflag httpresponsebindingdata respons httpresponsebindingdata httpbindingdata respons manipul return respons.","rht_knowledgebase_solution","","fsw"
"sql updat issu fsw","user sql bind refer switchyard applic updat record sql databas updat oper reflect databas tabl.error receiv log.follow parameteris queri refer bind.updat greetingbackup set receiv sender interestingli code work fine abl updat record databas like mysql databas chang.root caus issu fix note user us hard code sql statement issu updat oper work fine.updat greetingbackup set receiv testreceiv sender testsend.","rht_knowledgebase_solution","","fsw"
"smook support fuse","support posit futur smook unclear","rht_knowledgebase_solution","","fsw"
"configur ftp listen switchyard accept txt file","switchyard applic.configur ftp listen switchyard accept txt file.","rht_knowledgebase_solution","","fsw"
"rtgov start java lang illegalstateexcept jba fail construct compon instanc","rtgov start reliabl.fail provid messag quot java lang illegalstateexcept jba fail construct compon instanc quot.","rht_knowledgebase_solution","","fsw"
"switchyard sql bind work updat queri run sql databas","sql bind refer switchyard applic updat record sql databas updat reflect record databas tabl.error receiv log.follow parameteris queri quick refer.updat greetingbackup set receiv sender interestingli code work fine abl updat record databas like mysql databas chang note user us hard code sql statement issu user updat record sql databas.updat greetingbackup set receiv simpl sender user fix issu.","rht_knowledgebase_solution","","fsw"
"sql bind base timer switchyard updat new deploy","scenario involv switchyard sql bind timer.timer trigger fine.make chang timer configur switchyard xml file redploi applic observ updat timer valu reflect runtim switchyard applic.schedul servic refer old applic jar follow step redeploy process.replac old jar new jar web consol remov old jar deploi new jar web consol place directli new jar jboss eap standalon deploy directori deploi restart fsw server remov tmp folder clear old jar file content fsw instal restart server fix issu.","rht_knowledgebase_solution","","fsw"
"get error deploy fail saxparseexcept element type termin match end tag deploi app red hat jboss enterpris applic platform red hat jboss fuse servic work","cli deploi jar file follow error happen unexpect http respons request quot address quot quot deploy quot quot myjar jar quot quot oper quot quot deploi quot respons intern server error quot outcom quot quot fail quot quot failur descript quot quot jba fail servic quot quot jboss deploy unit quot myjar jar quot pars quot quot org jboss msc servic startexcept servic jboss deploy unit quot myjar jar quot pars jba fail process phase pars deploy quot myjar jar quot caus org jboss server deploy deploymentunitprocessingexcept saxexcept pars vf content myjar jar meta inf bean xml caus org xml sax saxparseexcept systemid http xmln jcp org xml javae bean xsd linenumb columnnumb element type quot link quot termin match end tag quot quot quot quot roll quot true bean xml file line link element declar","rht_knowledgebase_solution","","fsw"
"access soap messag header switchyard","want valid soap messag header switchyard valid featur appli bodi","rht_knowledgebase_solution","","fsw"
"java applic start insuffici virtual address space","jboss start.outofmemoryerror server log caus java lang outofmemoryerror java util zip zipfil open nativ method java util zip zipfil.zipfil java java util jar jarfil.jarfil java java util jar jarfil.jarfil java org jboss virtual plugin context zip zipfilewrapp ensurezipfil zipfilewrapp java org jboss virtual plugin context zip zipfilewrapp openstream zipfilewrapp java org jboss virtual plugin context zip zipentrycontext openstream zipentrycontext java org jboss virtual plugin context zip zipentryhandl openstream zipentryhandl java org jboss virtual virtualfil openstream virtualfil java org jboss ejb ejbdeploy deployurl ejbdeploy java org jboss ejb ejbdeploy deploi ejbdeploy java org jboss ejb ejbdeploy creat ejbdeploy java org jboss ejb deploy ejbdeploy deploi ejbdeploy java jvm output follow error standard error occur initi reserv space object heap creat java virtual machin.outofmemoryerror jboss enterpris applic platform eap server log caus java lang outofmemoryerror java util zip inflat init nativ method java util zip inflat.inflat java java util zip zipfil getinflat zipfil java java util zip zipfil getinputstream zipfil java get java heap space issu try instal fuse servic work window.heap space error.instal jdk bit.","rht_knowledgebase_solution","","fsw"
"us switchyard sql refer dynam sql","queri pass sql refer changeabl runtim","rht_knowledgebase_solution","","fsw"
"switch jm endpoint dynam runtim jm refer bind switchyard","issu similar switch soap endpoint dynam runtim soap refer bind switchyard http access redhat com solut instead soap bind requir switch jm endpoint dynam runtim jm refer bind switchyard.solut case jm.","rht_knowledgebase_solution","","fsw"
"unabl ntlm authent work switchyard rest bind","ntlm authent rest bind configur switchyard xml pick work fine soapui request.snippet switchyard config com sampl mycontrolresourc serverurl control api userx passwordi domainz.","rht_knowledgebase_solution","","fsw"
"determin cve vulner","determin vulner cve http access redhat com articl","rht_knowledgebase_solution","","fsw"
"switchyard us gener sql bound paramet","desir us arbitrari sql configur design time object messag bound paramet","rht_knowledgebase_solution","","fsw"
"onexcept camel dsl compon call except occur jpa refer bind","switchyard servic like camel dsl compon jpa refer bind camel compon onexcept code like public void configur onexcept throwabl class log logginglevel info quot catch except camel rout quot quot switchyard periodicservic quot log quot receiv messag periodicservic bodi quot quot switchyard storeservic quot log quot quot interfac jpa refer bind like void storegreet greet event except relat sql occur jpa refer bind onexcept invok","rht_knowledgebase_solution","","fsw"
